operator,tenure_type,tenure_no,field,reservoir,basin,period,metric,value,date_str,date_parsed,time_period,year,half_year,fractional_year
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Total gas produced (Mm3),2.84,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Gas flared or vented (Mm3),0,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Gas used in production (Mm3),0.6,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Water (ML),7.2673,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,No. of wells producing petroleum,11,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Total gas produced (Mm3),2.92,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Gas flared or vented (Mm3),0,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Gas used in production (Mm3),0.6,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Water (ML),4.7233,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,No. of wells producing petroleum,11,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Total gas produced (Mm3),3.44,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Gas flared or vented (Mm3),0,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Gas used in production (Mm3),0.6,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Water (ML),7.6793,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,No. of wells producing petroleum,9,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,Total gas produced (Mm3),4.43,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,Gas flared or vented (Mm3),0,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,Gas used in production (Mm3),0.6,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,Water (ML),9.6985,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,No. of wells producing petroleum,9,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,Total gas produced (Mm3),3.64,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,Gas flared or vented (Mm3),0,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,Gas used in production (Mm3),0.27,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,Water (ML),8.735,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,No. of wells producing petroleum,10,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2011,Total gas produced (Mm3),7.04,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2011,Gas flared or vented (Mm3),0.04,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2011,Gas used in production (Mm3),0.98,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2011,Water (ML),6.042,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2011,No. of wells producing petroleum,6,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2011,Total gas produced (Mm3),7.02,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2011,Gas flared or vented (Mm3),0.04,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2011,Gas used in production (Mm3),1.55,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2011,Water (ML),1.434,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2011,No. of wells producing petroleum,6,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2012,Total gas produced (Mm3),8.99,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2012,Gas flared or vented (Mm3),0.05,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2012,Gas used in production (Mm3),1.14,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2012,Water (ML),1.5394,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2012,No. of wells producing petroleum,8,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2012,Total gas produced (Mm3),10.77,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2012,Gas flared or vented (Mm3),0.14,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2012,Gas used in production (Mm3),1.65,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2012,Water (ML),1.7011,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2012,No. of wells producing petroleum,9,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2013,Total gas produced (Mm3),8.36,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2013,Gas flared or vented (Mm3),0.08,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2013,Gas used in production (Mm3),1.61,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2013,Water (ML),1.1498,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2013,No. of wells producing petroleum,8,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2013,Total gas produced (Mm3),10.64,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2013,Gas flared or vented (Mm3),0.08,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2013,Gas used in production (Mm3),1.61,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2013,Water (ML),0.7215,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2013,No. of wells producing petroleum,10,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Total gas produced (Mm3),11.71,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Gas flared or vented (Mm3),0.01,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Gas used in production (Mm3),1.13,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Water (ML),1.1841,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,No. of wells producing petroleum,9,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Total gas produced (Mm3),10.3,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Gas flared or vented (Mm3),0.01,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Gas used in production (Mm3),1.13,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Water (ML),2.4061,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,No. of wells producing petroleum,9,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Total gas produced (Mm3),12.9,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Gas flared or vented (Mm3),0.01,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Gas used in production (Mm3),1.13,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Water (ML),2.3814,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,No. of wells producing petroleum,11,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,Total gas produced (Mm3),15.68,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,Gas flared or vented (Mm3),0.01,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,Gas used in production (Mm3),1.13,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,Water (ML),6.1863,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,No. of wells producing petroleum,15,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,Total gas produced (Mm3),19.43,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,Gas flared or vented (Mm3),0.05,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,Gas used in production (Mm3),1.45,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,Water (ML),6.527,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,No. of wells producing petroleum,14,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2011,Total gas produced (Mm3),7.12,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2011,Gas flared or vented (Mm3),0,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2011,Gas used in production (Mm3),0.12,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2011,Water (ML),2.138,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2011,No. of wells producing petroleum,7,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2011,Total gas produced (Mm3),4.59,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2011,Gas flared or vented (Mm3),0,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2011,Gas used in production (Mm3),0.03,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2011,Water (ML),4.0698,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2011,No. of wells producing petroleum,7,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2012,Total gas produced (Mm3),2.72,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2012,Gas flared or vented (Mm3),0,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2012,Gas used in production (Mm3),0,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2012,Water (ML),0.2512,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2012,No. of wells producing petroleum,7,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2012,Total gas produced (Mm3),2.71,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2012,Gas flared or vented (Mm3),0,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2012,Gas used in production (Mm3),0,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2012,Water (ML),0.1463,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2012,No. of wells producing petroleum,7,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2013,Total gas produced (Mm3),1.85,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2013,Gas flared or vented (Mm3),0,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2013,Gas used in production (Mm3),0,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2013,Water (ML),0.1463,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2013,No. of wells producing petroleum,7,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2013,Total gas produced (Mm3),1.65,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2013,Gas flared or vented (Mm3),0,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2013,Gas used in production (Mm3),0,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2013,Water (ML),0,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2013,No. of wells producing petroleum,7,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Total gas produced (Mm3),2.02,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Gas flared or vented (Mm3),0,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Gas used in production (Mm3),0,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Water (ML),0,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,No. of wells producing petroleum,7,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Total gas produced (Mm3),0.54,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Gas flared or vented (Mm3),0,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Gas used in production (Mm3),0,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Water (ML),0,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,No. of wells producing petroleum,6,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Total gas produced (Mm3),0.43,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Gas flared or vented (Mm3),0,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Molopo,PL,94,Mungi,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Gas used in production (Mm3),0,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
